Puesto,Nombre,Trofeos,Donaciones,Rol
#9,['꾹블리'],['6218'],['81'],['Colíder']
#10,['HAUL'],['6159'],['10'],['Miembro']
#11,['건휘왔당'],['6145'],['435'],['Miembro']
#12,['No⛔Name'],['6134'],['0'],['Miembro']
#13,['Grame☘'],['6105'],['0'],['Veterano']
#14,['일백'],['6104'],['88'],['Miembro']
#15,['D.k B.k dad'],['6089'],['0'],['Miembro']
#16,['MG'],['6058'],['1276'],['Colíder']
#17,['푸름'],['5948'],['592'],['Colíder']
#18,['Yuki'],['5918'],['59'],['Colíder']
#19,['MasteR'],['5876'],['108'],['Miembro']
#20,['SandB⏳x'],['5863'],['48'],['Miembro']
#21,['Dark♥Choco'],['5859'],['603'],['Miembro']
#22,['Macan'],['5845'],['138'],['Miembro']
#23,['OMS'],['5843'],['0'],['Miembro']
#24,['쪼꼬아빠'],['5843'],['89'],['Veterano']
#25,['MediaWraps'],['5836'],['570'],['Líder']
#26,['Playthejaximus'],['5819'],['1049'],['Miembro']
#27,['완터치'],['5812'],['693'],['Colíder']
#28,['론바르디아'],['5805'],['163'],['Miembro']
#29,['happybee'],['5651'],['112'],['Miembro']
#30,['우히히히힣'],['5640'],['313'],['Miembro']
#31,['lions'],['5608'],['28'],['Miembro']
#32,['강동원참치김밥'],['5596'],['425'],['Miembro']
#33,['Bone'],['5590'],['166'],['Miembro']
#34,['AKA_LaTTe°'],['5408'],['316'],['Miembro']
#35,['모찌'],['5393'],['30'],['Miembro']
#36,"[""what's up""]",['5369'],['206'],['Miembro']
#37,['성수'],['5340'],['346'],['Miembro']
#38,['Lime'],['5294'],['40'],['Colíder']
#39,['KING'],['5229'],['290'],['Miembro']
#40,['영린'],['5078'],['898'],['Miembro']
#41,['각기'],['4429'],['10'],['Miembro']
#42,['Bewhy'],['4046'],['0'],['Miembro']
#1,['Head Hooligan'],['6551'],['190'],['Veterano']
#2,['Hatcher'],['6524'],['224'],['Colíder']
#3,['ishan'],['6498'],['24'],['Colíder']
#4,['KameliKuningas'],['6408'],['198'],['Veterano']
#5,['Thebosshey123'],['6322'],['157'],['Veterano']
#6,['CrumDog'],['6236'],['454'],['Veterano']
#7,['Heisenberg'],['6162'],['214'],['Veterano']
#8,['Lonardo Jeremy'],['6134'],['0'],['Miembro']
#9,['LUIS.2.0'],['6115'],['0'],['Miembro']
#10,['木狼'],['6102'],['72'],['Miembro']
#11,['ThatOneGuy'],['6015'],['150'],['Veterano']
#12,['ViperSlugg'],['5967'],['1068'],['Líder']
#13,['GalacticNucleus'],['5948'],['158'],['Miembro']
#14,['IamLegendary'],['5924'],['0'],['Miembro']
#15,['༺HADES༻'],['5909'],['221'],['Veterano']
#16,['pekka king'],['5909'],['209'],['Miembro']
#17,['〰Trainer Alex〰'],['5856'],['393'],['Miembro']
#18,['大阪LOVERハウンド'],['5846'],['183'],['Veterano']
#19,['TatoIsGod'],['5824'],['399'],['Miembro']
#20,['Xander King'],['5822'],['255'],['Veterano']
#21,['FiSKEЯ™'],['5819'],['466'],['Miembro']
#22,['鬼神バール'],['5818'],['20'],['Veterano']
#23,['Lord Batman'],['5730'],['657'],['Miembro']
#24,['Arkturus™'],['5722'],['10'],['Veterano']
#25,['excitedteapot'],['5705'],['100'],['Miembro']
#26,['•Allvn•'],['5694'],['40'],['Veterano']
#27,['Alex.1018B'],['5694'],['36'],['Miembro']
#28,['fiu'],['5690'],['8'],['Miembro']
#29,['Magus'],['5645'],['672'],['Veterano']
#30,['StormCaster™'],['5628'],['0'],['Miembro']
#31,['Martin'],['5611'],['28'],['Veterano']
#32,['tommygotchi'],['5584'],['10'],['Colíder']
#33,['⭐Jenn⭐'],['5574'],['10'],['Miembro']
#34,['JuddyB™'],['5537'],['90'],['Colíder']
#35,['Alejandro.'],['5521'],['0'],['Miembro']
#36,['K͟͟ιcͥkͣaͫs͟͟s̲'],['5516'],['575'],['Veterano']
#37,['祭于我心'],['5504'],['80'],['Miembro']
#38,['☢️Radon☢️™️'],['5498'],['106'],['Colíder']
#39,['Avaron'],['5480'],['0'],['Veterano']
#40,['Aries'],['5420'],['10'],['Colíder']
#41,['CRwithMarco™'],['5393'],['376'],['Colíder']
#42,['Cru Royale'],['5312'],['50'],['Veterano']
#43,['Option Trader'],['5238'],['327'],['Colíder']
#44,['咖喱辣椒'],['5222'],['0'],['Veterano']
#45,['Yxbaby'],['5094'],['0'],['Colíder']
#46,['Heisenberg YT'],['4981'],['163'],['Colíder']
#1,['Raven'],['6432'],['38'],['Veterano']
#2,['ololoololoolool'],['6407'],['50'],['Veterano']
#3,['SALVA 81-VLC'],['6402'],['0'],['Miembro']
#4,['Nikotm18'],['6316'],['0'],['Veterano']
#5,['☆Domiking☆'],['6309'],['50'],['Veterano']
#6,['Yayo'],['6260'],['366'],['Miembro']
#7,['Thamalon'],['6246'],['948'],['Líder']
#8,['Knight'],['6104'],['28'],['Veterano']
#9,['policcio'],['6012'],['394'],['Miembro']
#10,['ARDA'],['6007'],['88'],['Miembro']
#11,['Danelo 57'],['6004'],['96'],['Colíder']
#12,['marc RcQ'],['5998'],['116'],['Miembro']
#13,['санта'],['5967'],['0'],['Veterano']
#14,['XxAnikillerxX79'],['5885'],['0'],['Miembro']
#15,"[""⭐i'MtheWiNNeR⭐""]",['5878'],['338'],['Miembro']
#16,['Kevinguaje7'],['5850'],['233'],['Veterano']
#17,['FiReStoRM⚓'],['5847'],['440'],['Miembro']
#18,['Cogollito'],['5822'],['268'],['Miembro']
#19,['Sebastià Fabre'],['5819'],['623'],['Miembro']
#20,['D3ntik'],['5816'],['300'],['Miembro']
#21,['VaronRojo'],['5810'],['46'],['Colíder']
#22,['salva'],['5801'],['18'],['Colíder']
#23,['Jack Bauer'],['5734'],['0'],['Miembro']
#24,['⛎Al£db⛎'],['5732'],['0'],['Miembro']
#25,['nahum cp'],['5714'],['312'],['Miembro']
#26,['ByGysp'],['5707'],['0'],['Miembro']
#27,['krai'],['5661'],['551'],['Veterano']
#28,['Nova I GRRR'],['5653'],['0'],['Miembro']
#29,"['""whitey""buljar']",['5649'],['317'],['Miembro']
#30,['piki GLZA'],['5634'],['0'],['Miembro']
#31,['Gered'],['5633'],['6'],['Miembro']
#32,['Adrii'],['5616'],['988'],['Miembro']
#33,['-NEC-'],['5615'],['1413'],['Miembro']
#34,['cirauki'],['5543'],['108'],['Miembro']
#35,['JoTe'],['5535'],['266'],['Miembro']
#36,['PAU'],['5527'],['166'],['Miembro']
#37,['KillerElidiano'],['5521'],['202'],['Miembro']
#38,['FERGICOR'],['5518'],['76'],['Miembro']
#39,['Redbrightness'],['5514'],['0'],['Miembro']
#40,['zDontCryForMe'],['5505'],['342'],['Miembro']
#41,['byDiegoXD'],['5461'],['80'],['Miembro']
#42,['Ersaydice'],['5402'],['186'],['Miembro']
#43,['-:VALA:-'],['5360'],['50'],['Miembro']
#44,['CoNDeYaYuKa'],['5344'],['218'],['Miembro']
#45,['Cuelgue'],['5318'],['0'],['Miembro']
#46,['Jorzeus'],['5308'],['1262'],['Miembro']
#47,['antonio'],['5274'],['10'],['Miembro']
#1,['水水'],['6675'],['50'],['Miembro']
#2,['巫少成'],['6659'],['1335'],['Miembro']
#3,['Meattt24'],['6624'],['66'],['Miembro']
#4,['龍溪'],['6609'],['192'],['Colíder']
#5,['Black Kingcrab'],['6420'],['8'],['Miembro']
#6,['所追寻的风'],['6413'],['0'],['Colíder']
#7,['小陈_Little chen'],['6403'],['24'],['Colíder']
#8,['꧁༺婷༒婷༻꧂'],['6373'],['8'],['Colíder']
#9,['東摸西摸我摸摸'],['6330'],['504'],['Colíder']
#10,['陈实'],['6304'],['111'],['Colíder']
#11,['W. Z. X.'],['6293'],['488'],['Miembro']
#12,['秋名山车神'],['6126'],['32'],['Líder']
#13,['ༀཧ༽勇士ིོ࿇之城ེོ༼ཉༀ'],['6122'],['479'],['Miembro']
#14,['哆啦A梦'],['6104'],['0'],['Miembro']
#15,['坑哥'],['6031'],['54'],['Miembro']
#16,['京N6DD38'],['6022'],['812'],['Miembro']
#17,['椎名真白'],['6016'],['1124'],['Veterano']
#18,['小k'],['6003'],['0'],['Miembro']
#19,['三三三良'],['5970'],['703'],['Miembro']
#20,['超超'],['5930'],['94'],['Miembro']
#21,['古帅'],['5925'],['0'],['Miembro']
#22,['愚剑问情'],['5872'],['15'],['Veterano']
#23,['皮卡土拨'],['5819'],['0'],['Veterano']
#24,['长孙cc的迷弟'],['5808'],['112'],['Miembro']
#25,['Diamond'],['5805'],['300'],['Miembro']
#26,['nevi nevi kenli'],['5801'],['97'],['Miembro']
#27,['艾瑞克Q'],['5722'],['0'],['Miembro']
#28,['只用飞桶火箭就可以推你两遍三星'],['5692'],['30'],['Veterano']
#29,['老姜地盘'],['5668'],['25'],['Miembro']
#30,['MQ'],['5651'],['24'],['Miembro']
#31,['Timeless 落尘'],['5613'],['210'],['Miembro']
#32,['奔跑吧章鱼丸'],['5583'],['180'],['Veterano']
#33,['英雄放过我吧'],['5578'],['440'],['Miembro']
#34,['Truman'],['5564'],['469'],['Miembro']
#35,"['[email\xa0protected]', '火雨']",['5555'],['0'],['Colíder']
#36,['TMD Larry'],['5551'],['0'],['Miembro']
#37,['风笑笑ss的救赎'],['5551'],['68'],['Miembro']
#38,['隔壁老魏'],['5520'],['44'],['Veterano']
#39,['紫璇公主'],['5516'],['30'],['Miembro']
#40,['Fanyuanyuan'],['5502'],['0'],['Colíder']
#41,['qiaot'],['5347'],['104'],['Veterano']
#42,['$ean_金光闪闪'],['5263'],['0'],['Miembro']
#43,['娅洲之鹰'],['5201'],['199'],['Colíder']
#44,['MarIboro'],['4837'],['10'],['Miembro']
#1,['CZ'],['6419'],['0'],['Veterano']
#2,['Lumiere'],['6417'],['28'],['Miembro']
#3,['someone'],['6415'],['108'],['Veterano']
#4,['L7n'],['6405'],['164'],['Veterano']
#5,['wix'],['6371'],['130'],['Colíder']
#6,['Be NormaL'],['6353'],['1481'],['Colíder']
#7,"[""Abu'Abdullah""]",['6214'],['1004'],['Colíder']
#8,['UltratusX'],['6170'],['252'],['Miembro']
#9,['Hamza Ć'],['6158'],['10'],['Colíder']
#10,['aziz'],['6125'],['789'],['Líder']
#11,['Aв_ood'],['6024'],['138'],['Veterano']
#12,['❤شانكس❤'],['5933'],['549'],['Colíder']
#13,['MrFarosy'],['5874'],['78'],['Colíder']
#14,['D7mii_RM'],['5817'],['442'],['Veterano']
#15,['aziz'],['5805'],['199'],['Veterano']
#16,['Night King'],['5769'],['198'],['Veterano']
#17,['LeGeND×'],['5705'],['276'],['Veterano']
#18,['[ZBR] NeVerMorE'],['5701'],['138'],['Veterano']
#19,['KHALID'],['5700'],['932'],['Veterano']
#20,['alisj99'],['5698'],['128'],['Veterano']
#21,['king 2016'],['5621'],['948'],['Veterano']
#22,['S4DaaM'],['5619'],['61'],['Veterano']
#23,"[""whoisjavi'sking""]",['5570'],['953'],['Veterano']
#24,['the king'],['5547'],['130'],['Miembro']
#25,['hasson80'],['5542'],['313'],['Veterano']
#26,['N-F16'],['5527'],['562'],['Colíder']
#27,['MrFarosy'],['5518'],['86'],['Colíder']
#28,['Bakura'],['5515'],['897'],['Veterano']
#29,['.::Legendary::.'],['5510'],['579'],['Miembro']
#30,['Ton'],['5510'],['1047'],['Veterano']
#31,['سيمو7'],['5510'],['94'],['Miembro']
#32,['ابو فهد'],['5510'],['130'],['Veterano']
#33,['shadi'],['5507'],['10'],['Miembro']
#34,['LeGenD/الأسطورة'],['5506'],['64'],['Miembro']
#35,['MtShuvo_YouTube'],['5505'],['113'],['Miembro']
#36,['memo'],['5500'],['474'],['Miembro']
#37,['Nasser'],['5459'],['137'],['Veterano']
#38,['الـــجـــوكـــر'],['5442'],['320'],['Veterano']
#39,['kaniy'],['5408'],['381'],['Miembro']
#40,['Mohammed'],['5397'],['760'],['Veterano']
#41,['Blinky'],['5371'],['282'],['Colíder']
#42,['Be NormaL ⭐️'],['5348'],['524'],['Miembro']
#43,['Dark'],['5325'],['0'],['Veterano']
#44,['ALAZMI'],['5317'],['1072'],['Veterano']
#45,['GeNeRaL K'],['5314'],['20'],['Veterano']
#46,['Raed AS'],['5238'],['244'],['Veterano']
#47,['hassan al-salem'],['5204'],['363'],['Miembro']
#48,['MR:suif'],['5202'],['28'],['Miembro']
#49,['SuultanN'],['5200'],['301'],['Colíder']
#50,['FaHaD'],['5133'],['10'],['Colíder']
#1,['Maru'],['6513'],['450'],['Miembro']
#2,['NEWERA'],['6429'],['78'],['Miembro']
#3,['Youtube JuneCR'],['6226'],['88'],['Colíder']
#4,['뿌라이언'],['6222'],['666'],['Veterano']
#5,['BlackMamba'],['6212'],['172'],['Miembro']
#6,['정벅자'],['6205'],['20'],['Miembro']
#7,['아헤헤a'],['6202'],['247'],['Miembro']
#8,['종혁'],['6136'],['458'],['Miembro']
#9,['YJ♡'],['6105'],['158'],['Miembro']
#10,['윌비'],['6105'],['94'],['Miembro']
#11,['IO'],['6100'],['568'],['Miembro']
#12,['차슈덮밥'],['5971'],['186'],['Miembro']
#13,['스알'],['5937'],['388'],['Veterano']
#14,['톨네코'],['5934'],['180'],['Miembro']
#15,['Yoon'],['5896'],['376'],['Miembro']
#16,['쌍가마라'],['5833'],['44'],['Miembro']
#17,['꿀찡❤꼬찡'],['5825'],['164'],['Miembro']
#18,['벡터맨'],['5812'],['97'],['Miembro']
#19,['heartattack'],['5803'],['47'],['Miembro']
#20,['Bambaya'],['5800'],['96'],['Veterano']
#21,['정벅자'],['5756'],['258'],['Miembro']
#22,['윤선생'],['5751'],['742'],['Miembro']
#23,['PacE)RinCe'],['5734'],['140'],['Miembro']
#24,['Soong'],['5728'],['174'],['Miembro']
#25,['총장'],['5708'],['28'],['Miembro']
#26,['Rush KD'],['5559'],['18'],['Veterano']
#27,['DamBU'],['5556'],['0'],['Miembro']
#28,['tangent'],['5519'],['0'],['Miembro']
#29,['buster'],['5506'],['176'],['Miembro']
#30,['지클'],['5503'],['994'],['Líder']
#31,['악마로그'],['5441'],['48'],['Miembro']
#32,['Black'],['5431'],['106'],['Miembro']
#33,['Oasis Shin'],['5419'],['70'],['Miembro']
#34,['용재'],['5376'],['151'],['Miembro']
#35,['Sylvaroth'],['5306'],['68'],['Veterano']
#36,['승복'],['5291'],['618'],['Veterano']
#37,['보겸그자체'],['5283'],['314'],['Miembro']
#38,['진?'],['5276'],['378'],['Miembro']
#39,['SW'],['5230'],['108'],['Colíder']
#40,['GALAXY'],['5229'],['404'],['Veterano']
#41,['Yureka'],['5212'],['535'],['Miembro']
#42,['송당'],['5167'],['192'],['Miembro']
#43,['☃☃⚡천둥⚡☃☃'],['5081'],['39'],['Miembro']
#44,['Giant P.E.K.K.A'],['5020'],['98'],['Miembro']
#45,['밈서만두'],['4986'],['30'],['Miembro']
#46,['95♡97'],['4336'],['216'],['Miembro']
#47,['Jikle'],['4020'],['0'],['Miembro']
#1,['deepz'],['6431'],['60'],['Colíder']
#2,['Attila the Hun'],['6424'],['671'],['Colíder']
#3,['Josh'],['6409'],['1122'],['Colíder']
#4,['UnderEstim8ed'],['6327'],['10'],['Miembro']
#5,['사과도둑'],['6239'],['704'],['Veterano']
#6,"['[email\xa0protected]', '!nd']",['6200'],['324'],['Miembro']
#7,['Kevin'],['6185'],['257'],['Colíder']
#8,['karan'],['6165'],['340'],['Colíder']
#9,['WhyIsItMe'],['6162'],['0'],['Colíder']
#10,['Nova I Sales'],['6128'],['84'],['Veterano']
#11,['Uptowngal'],['6105'],['70'],['Colíder']
#12,['Azer'],['6094'],['396'],['Colíder']
#13,['WHYALWAYSME'],['6032'],['20'],['Colíder']
#14,['레벨업'],['6010'],['276'],['Miembro']
#15,['mlg'],['5980'],['40'],['Veterano']
#16,['Jay Kay'],['5976'],['28'],['Colíder']
#17,['whynotme'],['5963'],['0'],['Colíder']
#18,['Razzer'],['5962'],['150'],['Veterano']
#19,['stefanshaawy'],['5949'],['492'],['Colíder']
#20,['isaiahcho'],['5933'],['960'],['Veterano']
#21,['SB'],['5926'],['8'],['Veterano']
#22,['Fred'],['5911'],['68'],['Miembro']
#23,['RaphaelSoh'],['5888'],['28'],['Colíder']
#24,['Para'],['5827'],['302'],['Veterano']
#25,['GEORGE'],['5825'],['0'],['Líder']
#26,['emrao'],['5742'],['270'],['Veterano']
#27,['Coi World'],['5651'],['68'],['Colíder']
#28,['WhySkySoShy'],['5620'],['0'],['Miembro']
#29,['saif'],['5558'],['0'],['Colíder']
#30,['Zeppe'],['5518'],['500'],['Colíder']
#31,['Oachkatzerl'],['5515'],['46'],['Veterano']
#32,['Kirbstomper'],['5515'],['6'],['Veterano']
#33,['NRG Prashant PP'],['5511'],['0'],['Colíder']
#34,['CLIFFTONKFZ'],['5485'],['10'],['Miembro']
#35,['icebishop'],['5466'],['595'],['Veterano']
#36,['AngryKrishnan09'],['5466'],['0'],['Colíder']
#37,['coltonw83'],['5448'],['10'],['Veterano']
#38,['T UNIT'],['5325'],['132'],['Veterano']
#39,['JMOD'],['5235'],['0'],['Veterano']
#40,['Hacker the 2nd'],['5144'],['20'],['Colíder']
#41,['Royale⚡Storm'],['5104'],['132'],['Colíder']
#42,['Sohrob3139'],['5089'],['206'],['Veterano']
#43,['ryan the bomb'],['4965'],['152'],['Veterano']
#44,['Leon'],['4762'],['106'],['Veterano']
#1,['HİRAŞİMO'],['6553'],['40'],['Veterano']
#2,['THE FOREIGNER'],['6548'],['168'],['Veterano']
#3,['ProTazı'],['6500'],['192'],['Veterano']
#4,['Yunus Emre'],['6480'],['992'],['Colíder']
#5,"[""Cengiz'Bey""]",['6246'],['314'],['Colíder']
#6,['Nur'],['6213'],['0'],['Colíder']
#7,['wışşş'],['6212'],['344'],['Veterano']
#8,['UMUT'],['6104'],['30'],['Veterano']
#9,"[""ALİ TAHA'M""]",['6061'],['38'],['Veterano']
#10,['Legende54'],['6047'],['20'],['Colíder']
#11,['BeyDiyeceksiniz'],['6007'],['18'],['Colíder']
#12,"[""Emin'Bey""]",['6002'],['10'],['Veterano']
#13,['J.Ö'],['5902'],['20'],['Veterano']
#14,['FATİH'],['5895'],['20'],['Veterano']
#15,['Volkan 21'],['5890'],['0'],['Veterano']
#16,['⭐Y I L M A Z⭐'],['5864'],['112'],['Veterano']
#17,['ÖMY'],['5821'],['198'],['Veterano']
#18,['usame1907'],['5803'],['180'],['Veterano']
#19,['Kasadma'],['5727'],['0'],['Veterano']
#20,"[""C'JailxBROKEN""]",['5722'],['557'],['Veterano']
#21,['07Güney'],['5651'],['186'],['Colíder']
#22,['Bhcvn'],['5623'],['598'],['Veterano']
#23,['NoMeRcY'],['5604'],['290'],['Colíder']
#24,['ORGENERAL'],['5595'],['136'],['Veterano']
#25,['HAN'],['5525'],['1428'],['Veterano']
#26,['えい'],['5506'],['0'],['Veterano']
#27,['avenger tr'],['5504'],['28'],['Veterano']
#28,['★Kaan★'],['5436'],['218'],['Colíder']
#29,['TRADING PLACES'],['5379'],['290'],['Veterano']
#30,['ADEM'],['5379'],['128'],['Veterano']
#31,['PaRGaLı'],['5374'],['280'],['Veterano']
#32,['çARESİZ KAPTAN'],['5369'],['0'],['Colíder']
#33,['aLi'],['5356'],['184'],['Veterano']
#34,['Quality'],['5348'],['1230'],['Veterano']
#35,['HaideR'],['5345'],['116'],['Veterano']
#36,['BB61'],['5344'],['248'],['Veterano']
#37,['Bariko'],['5323'],['188'],['Veterano']
#38,['RASİM CAN'],['5316'],['690'],['Veterano']
#39,['tunahan06'],['5298'],['444'],['Veterano']
#40,['Prophet'],['5294'],['310'],['Veterano']
#41,['DeJavu'],['5294'],['696'],['Veterano']
#42,['erdem doğuş'],['5276'],['425'],['Líder']
#43,['Remymartin'],['5269'],['40'],['Veterano']
#44,['BLoodRappeR'],['5266'],['30'],['Veterano']
#45,['▶️▶️YASAL◀️◀️'],['5265'],['0'],['Veterano']
#46,['Oyun Gemisi'],['5237'],['110'],['Colíder']
#47,['Hüseyin'],['5228'],['556'],['Veterano']
#48,['TerribleNight'],['5209'],['299'],['Veterano']
#1,['dgoncalo1441'],['6420'],['4'],['Colíder']
#2,['MATEUS JF ZN ™'],['6258'],['56'],['Veterano']
#3,['Sr.Ë™'],['6160'],['0'],['Veterano']
#4,['Aninha'],['6126'],['0'],['Colíder']
#5,['japa vida loka'],['6126'],['593'],['Veterano']
#6,['ton'],['6125'],['592'],['Veterano']
#7,['demolidor'],['6118'],['0'],['Miembro']
#8,['PREDILETTO'],['6108'],['741'],['Veterano']
#9,['phase change'],['6062'],['158'],['Colíder']
#10,['X-BR'],['5982'],['96'],['Colíder']
#11,"[""' Junior Br '""]",['5960'],['218'],['Miembro']
#12,['Pedro™ 2'],['5940'],['0'],['Miembro']
#13,['Amanda'],['5904'],['1060'],['Líder']
#14,['BIGFORÇE✌'],['5868'],['41'],['Veterano']
#15,['Chief Marcus13'],['5857'],['38'],['Colíder']
#16,['Hayden'],['5828'],['1056'],['Veterano']
#17,['AMOAFERNANDA'],['5825'],['1010'],['Veterano']
#18,['Juniorcapo'],['5821'],['20'],['Veterano']
#19,['þw.Raison ?¿ ✌'],['5805'],['206'],['Veterano']
#20,['Khalifa'],['5758'],['0'],['Colíder']
#21,['✌Rodrigues✌'],['5757'],['90'],['Miembro']
#22,['THIAGUINHO'],['5743'],['531'],['Colíder']
#23,['✌EUGÊNIO CLASH✌'],['5723'],['10'],['Miembro']
#24,['DWP7'],['5712'],['0'],['Miembro']
#25,['LENDARIO'],['5709'],['0'],['Veterano']
#26,['nova | Joe'],['5681'],['0'],['Veterano']
#27,['Cara de Gato'],['5655'],['18'],['Veterano']
#28,['Douglas'],['5649'],['40'],['Miembro']
#29,['⚡FaRDiN⚡'],['5647'],['389'],['Veterano']
#30,['BlastMendesYT'],['5644'],['495'],['Veterano']
#31,['o ads'],['5639'],['280'],['Miembro']
#32,['Jolual'],['5605'],['40'],['Veterano']
#33,['PAULO PH'],['5603'],['606'],['Veterano']
#34,['lucas power'],['5558'],['8'],['Veterano']
#35,['zeus'],['5543'],['0'],['Miembro']
#36,['Fabrício'],['5521'],['517'],['Veterano']
#37,['Harvey'],['5520'],['169'],['Veterano']
#38,['NoMercy¥'],['5504'],['0'],['Miembro']
#39,['☣Henrique BR ☣'],['5469'],['28'],['Veterano']
#40,['#lucas'],['5431'],['667'],['Veterano']
#41,['#CHORA BOY'],['5417'],['10'],['Veterano']
#42,['Anônimo K'],['5416'],['130'],['Veterano']
#43,['Pietro'],['5384'],['0'],['Miembro']
#44,['Aldebaran'],['5345'],['0'],['Miembro']
#45,['PIPKIN'],['3949'],['0'],['Colíder']
#1,['Sonanamouse'],['6413'],['110'],['Veterano']
#2,['ahmad'],['6313'],['18'],['Veterano']
#3,['SICKTOBACKDOWN'],['6172'],['98'],['Veterano']
#4,['Slob™'],['6170'],['54'],['Miembro']
#5,['BMX13'],['6127'],['56'],['Miembro']
#6,['DartnDave'],['6118'],['171'],['Miembro']
#7,['Venom'],['6103'],['18'],['Veterano']
#8,['KC Royales'],['6025'],['272'],['Veterano']
#9,['老余、'],['5997'],['0'],['Veterano']
#10,['Ney Guzman♠♣'],['5980'],['0'],['Miembro']
#11,['LittleBlondB'],['5934'],['458'],['Miembro']
#12,['Insanity'],['5923'],['0'],['Miembro']
#13,['아레나나나'],['5904'],['70'],['Miembro']
#14,['Ari'],['5880'],['310'],['Veterano']
#15,['Godric'],['5858'],['500'],['Miembro']
#16,['⌁Silver⌁'],['5857'],['0'],['Miembro']
#17,['The beast'],['5823'],['0'],['Miembro']
#18,['Unknōwn⚜️Her0'],['5821'],['176'],['Miembro']
#19,['Dandupalya'],['5818'],['340'],['Veterano']
#20,['⛎SweetKing⛎'],['5810'],['46'],['Miembro']
#21,['Daan'],['5754'],['0'],['Miembro']
#22,['ƦǻǥƁɇƐɀ™'],['5740'],['0'],['Miembro']
#23,['Froosty'],['5718'],['10'],['Miembro']
#24,['Toanee'],['5712'],['520'],['Miembro']
#25,['Offshorewind'],['5712'],['71'],['Miembro']
#26,['KooAIDS'],['5700'],['8'],['Miembro']
#27,['Flexᕦ(ò_óˇ)ᕤTBD'],['5700'],['346'],['Veterano']
#28,['Thomas'],['5633'],['36'],['Miembro']
#29,['reinsurance'],['5629'],['98'],['Miembro']
#30,['Maxon'],['5626'],['148'],['Miembro']
#31,['Aurora'],['5593'],['78'],['Miembro']
#32,['WillWin'],['5584'],['30'],['Veterano']
#33,['multikingt'],['5567'],['178'],['Colíder']
#34,['Hero '],['5550'],['518'],['Colíder']
#35,['Dany The Legend'],['5546'],['134'],['Miembro']
